Date,IMAmix35,IMAmix60,IMAmix85,IMAflex
22-Feb-13,0.073,-0.183,0.042,0.000
21-Feb-13,0.000,-0.035,-0.458,-0.303
20-Feb-13,0.337,0.402,0.790,0.686
19-Feb-13,0.089,0.059,0.178,0.136
18-Feb-13,0.000,0.032,0.000,0.000
15-Feb-13,0.096,0.089,0.123,0.093
14-Feb-13,0.090,0.166,0.125,0.163
13-Feb-13,0.083,0.191,0.425,0.394
12-Feb-13,0.133,0.152,0.215,0.218
11-Feb-13,0.034,0.058,0.147,0.136
08-Feb-13,-0.061,-0.154,-0.230,-0.258
07-Feb-13,-0.089,0.088,0.000,0.000
06-Feb-13,0.086,0.084,0.312,0.130
05-Feb-13,-0.052,0.000,-0.243,0.000
04-Feb-13,0.066,0.176,0.320,0.296
01-Feb-13,0.000,-0.092,0.000,0.000
31-Jan-13,-0.095,-0.110,-0.297,-0.240
30-Jan-13,0.000,0.021,0.180,0.113
29-Jan-13,0.000,0.017,0.022,0.042
28-Jan-13,0.026,0.191,0.278,0.321
25-Jan-13,0.097,0.206,0.374,0.341
24-Jan-13,0.131,0.110,0.185,0.113
23-Jan-13,0.088,0.089,0.117,0.148
22-Jan-13,0.076,0.090,0.133,0.139
21-Jan-13,0.146,0.270,0.247,0.262
18-Jan-13,0.218,0.324,0.555,0.552
17-Jan-13,0.040,0.010,0.135,0.077
16-Jan-13,0.000,-0.022,-0.051,0.000
15-Jan-13,0.059,0.107,0.000,0.000
14-Jan-13,0.135,0.163,0.235,0.227
11-Jan-13,0.077,0.158,0.153,0.182
10-Jan-13,0.131,0.176,0.265,0.273
09-Jan-13,0.147,0.098,0.055,0.000
08-Jan-13,0.136,0.105,0.071,0.000
07-Jan-13,0.151,0.175,0.226,0.190
04-Jan-13,0.028,0.243,0.357,0.429
03-Jan-13,0.100,0.437,0.653,0.791
02-Jan-13,0.025,0.130,0.635,0.479
01-Jan-13,0.000,0.000,0.000,0.000
31-Dec-12,-0.089,-0.146,-0.262,-0.228
28-Dec-12,0.132,0.082,0.000,0.020
27-Dec-12,0.071,0.116,0.146,0.117
26-Dec-12,0.000,0.000,0.000,0.000
25-Dec-12,0.000,0.000,0.000,0.000
24-Dec-12,0.098,0.027,0.027,0.000
21-Dec-12,0.000,0.000,-0.060,-0.083
20-Dec-12,0.108,0.140,0.154,0.108
19-Dec-12,0.000,0.182,0.304,0.332
18-Dec-12,0.080,0.090,0.283,0.132
17-Dec-12,-0.117,-0.117,-0.248,-0.220
14-Dec-12,-0.035,0.000,0.000,0.016
13-Dec-12,0.018,0.064,0.050,0.000
12-Dec-12,0.013,0.083,0.135,0.183
11-Dec-12,0.000,0.044,0.155,0.141
10-Dec-12,0.018,0.072,0.041,0.070
07-Dec-12,0.157,0.185,0.212,0.234
06-Dec-12,0.120,0.108,0.174,0.126
05-Dec-12,-0.025,-0.057,0.000,0.000
04-Dec-12,-0.089,-0.064,-0.122,-0.093
03-Dec-12,0.012,0.098,0.123,0.084
30-Nov-12,0.196,0.325,0.396,0.419
29-Nov-12,0.209,0.201,0.587,0.315
28-Nov-12,0.068,0.033,-0.030,0.000
27-Nov-12,0.000,0.062,0.068,0.080
26-Nov-12,0.095,0.150,0.165,0.152
23-Nov-12,0.173,0.245,0.295,0.310
22-Nov-12,0.088,0.146,0.262,0.192
21-Nov-12,0.000,0.170,0.208,0.237
20-Nov-12,0.071,0.208,0.463,0.401
19-Nov-12,-0.035,-0.041,0.081,0.074
16-Nov-12,-0.177,-0.281,-0.366,-0.417
15-Nov-12,-0.162,-0.148,-0.421,-0.375
14-Nov-12,0.035,-0.029,0.092,0.000
13-Nov-12,-0.134,-0.128,-0.282,-0.217
12-Nov-12,0.042,-0.036,0.075,0.000
09-Nov-12,-0.065,-0.353,-0.547,-0.545
08-Nov-12,-0.111,-0.154,-0.668,-0.423
07-Nov-12,0.182,0.246,0.367,0.313
06-Nov-12,0.101,0.089,0.211,0.086
05-Nov-12,0.099,0.127,0.000,0.000
02-Nov-12,0.076,0.119,0.333,0.341
01-Nov-12,-0.053,-0.018,-0.103,-0.041
31-Oct-12,0.030,0.123,0.157,0.179
30-Oct-12,0.112,0.131,0.248,0.191
29-Oct-12,0.069,0.000,0.000,0.000
26-Oct-12,-0.074,-0.094,-0.256,-0.231
25-Oct-12,-0.178,-0.200,-0.193,-0.211
24-Oct-12,-0.098,-0.297,-0.414,-0.438
23-Oct-12,-0.095,-0.184,-0.384,-0.373
22-Oct-12,-0.057,-0.066,-0.130,-0.065
19-Oct-12,0.098,0.148,0.156,0.141
18-Oct-12,0.095,0.194,0.279,0.326
17-Oct-12,0.037,0.188,0.368,0.409
16-Oct-12,0.000,0.117,0.171,0.164
15-Oct-12,0.094,0.071,0.064,0.018
12-Oct-12,0.051,0.030,0.034,0.000
11-Oct-12,-0.015,-0.128,-0.086,-0.084
10-Oct-12,-0.117,-0.185,-0.390,-0.328
09-Oct-12,0.000,0.000,-0.036,0.000
08-Oct-12,0.054,0.111,0.088,0.117
05-Oct-12,0.000,0.110,0.194,0.229
04-Oct-12,0.136,0.123,0.196,0.123
03-Oct-12,0.133,0.163,0.055,0.057
02-Oct-12,0.097,0.163,0.243,0.243
01-Oct-12,0.059,0.094,0.192,0.240
28-Sep-12,0.052,0.032,0.084,0.084
27-Sep-12,-0.046,-0.149,-0.239,-0.164
26-Sep-12,-0.037,-0.081,-0.314,-0.211
25-Sep-12,0.054,0.000,0.000,0.000
24-Sep-12,-0.013,-0.048,-0.095,-0.062
21-Sep-12,0.000,-0.018,-0.083,-0.054
20-Sep-12,0.073,0.053,0.000,0.000
19-Sep-12,0.076,0.036,0.110,0.075
18-Sep-12,-0.020,-0.096,-0.316,-0.190
17-Sep-12,0.092,0.214,0.138,0.138
14-Sep-12,0.166,0.331,0.778,0.648
13-Sep-12,0.000,0.099,0.088,0.066
12-Sep-12,-0.027,0.000,0.083,0.009
11-Sep-12,-0.014,-0.034,-0.150,-0.055
10-Sep-12,0.148,0.309,0.316,0.169
07-Sep-12,0.077,0.343,0.768,0.651
06-Sep-12,0.000,0.018,0.177,0.083
05-Sep-12,-0.089,-0.145,-0.229,-0.213
04-Sep-12,0.000,-0.010,-0.087,-0.010
03-Sep-12,0.028,0.046,0.025,0.026
31-Aug-12,0.000,-0.030,-0.022,-0.048
30-Aug-12,-0.060,-0.101,-0.183,-0.203
29-Aug-12,-0.010,-0.018,-0.126,-0.133
28-Aug-12,0.092,0.000,0.000,0.000
27-Aug-12,0.000,0.000,0.000,0.000
24-Aug-12,0.077,-0.026,-0.139,-0.096
23-Aug-12,0.059,-0.041,-0.080,-0.070
22-Aug-12,-0.091,-0.105,-0.319,-0.174
21-Aug-12,0.023,0.000,0.000,0.000
20-Aug-12,0.059,0.125,0.086,0.103
17-Aug-12,0.062,0.097,0.285,0.233
16-Aug-12,-0.148,-0.079,-0.084,-0.029
15-Aug-12,-0.098,0.000,-0.010,0.000
14-Aug-12,0.077,0.033,0.088,0.005
13-Aug-12,-0.070,-0.026,-0.039,-0.067
10-Aug-12,0.092,0.095,0.083,0.076
09-Aug-12,0.069,0.122,0.240,0.214
08-Aug-12,0.000,0.079,0.171,0.086
07-Aug-12,0.074,0.197,0.168,0.119
06-Aug-12,0.211,0.305,0.697,0.375
03-Aug-12,0.042,0.089,-0.010,-0.033
02-Aug-12,0.140,0.134,0.284,0.107
01-Aug-12,0.078,0.116,0.083,0.058
31-Jul-12,0.293,0.445,0.430,0.548
30-Jul-12,0.188,0.457,0.798,0.773
27-Jul-12,0.054,0.233,0.462,0.395
26-Jul-12,0.009,0.000,0.083,0.000
25-Jul-12,-0.132,-0.237,-0.294,-0.293
24-Jul-12,-0.250,-0.449,-0.576,-0.490
23-Jul-12,-0.009,-0.213,-0.618,-0.392
20-Jul-12,0.061,0.096,0.031,0.052
19-Jul-12,0.149,0.251,0.523,0.237
18-Jul-12,0.146,0.035,0.083,0.000
17-Jul-12,0.000,0.065,-0.131,0.000
16-Jul-12,0.119,0.214,0.264,0.201
13-Jul-12,0.137,0.060,0.245,0.000
12-Jul-12,0.000,-0.116,-0.369,-0.377
11-Jul-12,0.000,-0.036,-0.190,-0.152
10-Jul-12,0.000,-0.042,0.019,0.000
09-Jul-12,0.028,-0.151,-0.362,-0.327
06-Jul-12,0.068,0.055,-0.105,0.000
05-Jul-12,0.212,0.274,0.389,0.419
04-Jul-12,0.194,0.366,0.408,0.510
03-Jul-12,0.292,0.460,0.581,0.642
02-Jul-12,0.212,0.501,0.808,0.851
29-Jun-12,0.188,0.333,0.631,0.594
28-Jun-12,0.205,0.249,0.341,0.347
27-Jun-12,0.000,0.012,0.127,0.000
26-Jun-12,-0.178,-0.248,-0.506,-0.416
25-Jun-12,-0.039,-0.233,-0.355,-0.340
22-Jun-12,0.000,-0.105,-0.494,-0.299
21-Jun-12,0.075,0.176,0.092,0.041
20-Jun-12,0.095,0.270,0.545,0.364
19-Jun-12,0.140,0.193,0.268,0.247
18-Jun-12,0.228,0.260,0.208,0.141
15-Jun-12,0.220,0.185,0.413,0.270
14-Jun-12,-0.008,-0.019,-0.095,0.000
13-Jun-12,-0.152,-0.188,-0.074,-0.038
12-Jun-12,-0.016,0.000,-0.199,-0.087
11-Jun-12,0.079,0.092,0.377,0.071
08-Jun-12,0.148,0.197,0.047,0.067
07-Jun-12,0.106,0.233,0.796,0.429
06-Jun-12,-0.144,-0.238,-0.276,-0.281
05-Jun-12,0.000,0.000,0.000,0.000
04-Jun-12,0.000,0.000,0.000,0.000
01-Jun-12,0.191,0.110,-0.069,-0.049
31-May-12,0.184,0.000,0.069,0.056
30-May-12,0.000,0.000,0.000,0.020
29-May-12,0.079,0.183,0.112,0.226
28-May-12,0.063,0.068,0.239,0.094
25-May-12,-0.040,0.000,-0.047,0.049
24-May-12,0.096,0.000,0.148,0.000
23-May-12,0.054,0.049,-0.169,-0.007
22-May-12,0.058,0.145,0.461,0.286
21-May-12,-0.180,-0.291,-0.272,-0.188
18-May-12,-0.087,-0.232,-0.543,-0.431
17-May-12,-0.075,-0.228,-0.204,-0.058
16-May-12,-0.197,-0.300,-0.533,-0.500
15-May-12,-0.055,-0.218,-0.299,-0.288
14-May-12,0.000,-0.051,-0.265,-0.319
11-May-12,0.000,0.018,0.021,0.007
10-May-12,-0.134,-0.275,-0.178,-0.170
09-May-12,-0.286,-0.660,-1.090,-1.163
08-May-12,-0.143,-0.449,-0.891,-0.902
07-May-12,0.000,0.000,0.000,0.000
04-May-12,-0.077,-0.127,-0.393,-0.297
03-May-12,0.095,0.124,0.162,0.085
02-May-12,0.093,0.105,0.165,0.138
01-May-12,0.081,0.087,0.039,0.020
30-Apr-12,0.038,0.105,0.143,0.167
27-Apr-12,0.106,0.150,0.246,0.174
26-Apr-12,0.029,0.175,0.168,0.163
25-Apr-12,0.162,0.192,0.393,0.247
24-Apr-12,-0.086,-0.274,-0.291,-0.384
23-Apr-12,-0.110,-0.263,-0.509,-0.481
20-Apr-12,-0.100,-0.103,-0.229,-0.182
19-Apr-12,0.000,0.097,0.170,0.062
18-Apr-12,0.000,0.061,0.257,0.129
17-Apr-12,-0.113,-0.147,-0.090,-0.167
16-Apr-12,0.016,0.058,-0.064,0.000
13-Apr-12,0.282,0.290,0.636,0.499
12-Apr-12,-0.071,-0.139,0.000,0.000
11-Apr-12,-0.149,-0.364,-0.616,-0.713
10-Apr-12,-0.120,-0.369,-0.449,-0.507
09-Apr-12,0.000,0.000,0.000,0.000
06-Apr-12,0.000,0.000,0.000,0.000
05-Apr-12,-0.207,-0.476,-0.750,-0.630
04-Apr-12,-0.095,-0.105,-0.508,-0.166
03-Apr-12,0.190,0.224,0.708,0.413
02-Apr-12,-0.110,-0.094,-0.094,-0.061
30-Mar-12,-0.047,-0.305,-0.234,-0.396
29-Mar-12,-0.135,-0.276,-0.592,-0.481
28-Mar-12,0.013,0.073,-0.093,0.000
27-Mar-12,0.188,0.278,0.478,0.404
26-Mar-12,0.000,0.043,0.214,0.034
23-Mar-12,0.000,-0.149,-0.250,-0.248
22-Mar-12,0.000,-0.050,-0.199,-0.173
21-Mar-12,0.000,-0.096,-0.058,-0.122
20-Mar-12,-0.150,-0.153,-0.286,-0.292
19-Mar-12,0.000,-0.042,-0.168,-0.148
16-Mar-12,-0.077,-0.094,0.000,0.000
15-Mar-12,-0.237,-0.013,-0.081,0.000
14-Mar-12,-0.077,0.189,0.374,0.423
13-Mar-12,0.195,0.265,0.417,0.354
12-Mar-12,0.227,0.295,0.444,0.482
09-Mar-12,0.115,0.360,0.488,0.529
08-Mar-12,0.118,0.206,0.558,0.319
07-Mar-12,-0.062,-0.353,-0.471,-0.505
06-Mar-12,-0.235,-0.292,-0.597,-0.472
05-Mar-12,0.095,0.075,-0.021,-0.039
02-Mar-12,0.008,0.060,0.137,0.082
01-Mar-12,-0.090,-0.087,-0.205,-0.097
29-Feb-12,0.000,0.090,0.117,0.162
28-Feb-12,0.187,0.047,0.270,0.131
27-Feb-12,0.000,-0.054,-0.331,-0.181
24-Feb-12,0.191,0.185,0.179,0.112
23-Feb-12,0.207,0.194,0.276,0.220
22-Feb-12,0.188,0.093,0.131,0.111
21-Feb-12,0.014,0.130,0.000,0.075
20-Feb-12,0.057,0.271,0.445,0.474
17-Feb-12,-0.091,-0.056,0.169,0.033
16-Feb-12,-0.128,-0.092,-0.295,-0.118
15-Feb-12,0.112,0.185,0.248,0.285
14-Feb-12,0.149,0.200,0.262,0.278
13-Feb-12,0.088,0.056,0.107,0.007
10-Feb-12,-0.009,-0.009,-0.078,0.000
09-Feb-12,0.109,0.161,0.179,0.166
08-Feb-12,0.000,0.045,0.123,0.146
07-Feb-12,0.042,0.093,0.000,0.000
06-Feb-12,0.122,0.292,0.536,0.456
03-Feb-12,0.149,0.217,0.355,0.384
02-Feb-12,0.031,0.229,0.375,0.385
01-Feb-12,0.198,0.188,0.354,0.204
31-Jan-12,0.027,-0.152,-0.021,-0.148
30-Jan-12,0.038,-0.104,-0.411,-0.267
27-Jan-12,0.138,0.238,0.092,0.188
26-Jan-12,0.400,0.260,0.476,0.282
25-Jan-12,-0.038,-0.106,-0.110,-0.099
24-Jan-12,-0.084,-0.076,-0.173,-0.122
23-Jan-12,-0.010,0.065,0.090,0.125
20-Jan-12,-0.011,0.088,0.183,0.207
19-Jan-12,0.008,0.195,0.268,0.291
18-Jan-12,0.217,0.301,0.361,0.353
17-Jan-12,0.096,0.096,0.315,0.203
16-Jan-12,0.009,0.000,-0.155,0.000
13-Jan-12,0.137,0.184,0.133,0.252
12-Jan-12,0.287,0.253,0.433,0.448
11-Jan-12,0.104,0.252,0.340,0.427
10-Jan-12,0.134,0.168,0.283,0.235
09-Jan-12,0.061,0.074,0.051,0.038
06-Jan-12,0.014,-0.047,0.037,0.000
05-Jan-12,-0.070,0.053,-0.227,0.000
04-Jan-12,0.227,0.396,0.599,0.575
03-Jan-12,0.151,0.275,0.535,0.418
02-Jan-12,0.000,0.000,0.000,0.000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
