"","Date","Mid.SKSPEC3","Mid.SKSPEC4","Mid.SKSPEC5","Mid.SKSPEC6","Mid.SKSPEC7","Mid.SKSPEC8"
"2749",2013-08-21,0.62581,0.62484,0.62475,0.61513,0.60579,0.5918
"2761",2013-08-22,0.62577,0.62502,0.62515,0.61575,0.60661,0.59282
"2773",2013-08-23,0.62632,0.62588,0.62631,0.61723,0.60835,0.59477
"2785",2013-08-27,0.62786,0.62709,0.62721,0.61785,0.60864,0.59478
"2797",2013-08-28,0.62545,0.62384,0.62314,0.61304,0.60312,0.58864
"2809",2013-08-29,0.62535,0.62392,0.62337,0.61341,0.60375,0.58924
"2821",2013-08-30,0.62595,0.62456,0.62412,0.61422,0.60454,0.59023
"2833",2013-09-02,0.62627,0.62523,0.62512,0.61552,0.60616,0.59209
"2845",2013-09-03,0.62703,0.62623,0.62635,0.61694,0.60776,0.59387
"2857",2013-09-04,0.62652,0.62567,0.62569,0.61623,0.607,0.59306
"2869",2013-09-05,0.62691,0.62652,0.62707,0.61804,0.60928,0.59576
"2881",2013-09-06,0.62717,0.62725,0.6282,0.61956,0.61114,0.59795
"2893",2013-09-09,0.62824,0.62857,0.62977,0.62136,0.61314,0.60013
"2905",2013-09-10,0.6302,0.63129,0.6333,0.62555,0.61802,0.60563
"2917",2013-09-11,0.63068,0.63195,0.63401,0.62638,0.61891,0.60659
"2929",2013-09-12,0.6309,0.63192,0.63372,0.62588,0.61818,0.60565
"2941",2013-09-13,0.63075,0.63151,0.63308,0.62499,0.61709,0.60436
"2953",2013-09-16,0.63189,0.63284,0.63461,0.62669,0.61895,0.60635
"2965",2013-09-17,0.6329,0.63373,0.63535,0.62733,0.61944,0.60669
"2977",2013-09-18,0.63213,0.63295,0.63455,0.62653,0.61864,0.6059
"2989",2013-09-19,0.63474,0.6359,0.63787,0.63015,0.62254,0.61006
"3001",2013-09-20,0.63617,0.63724,0.63903,0.63117,0.62339,0.61073
"3013",2013-09-23,0.6344,0.63513,0.63655,0.62837,0.6203,0.60735
"3025",2013-09-24,0.63458,0.63505,0.63626,0.62789,0.61962,0.60651
"3037",2013-09-25,0.63497,0.6351,0.63605,0.62739,0.61882,0.60544
"3049",2013-09-26,0.63478,0.63466,0.6354,0.62655,0.61778,0.60424
"3061",2013-09-27,0.6343,0.63398,0.63453,0.62552,0.61659,0.60291
"3073",2013-09-30,0.63262,0.63172,0.63169,0.62219,0.61276,0.59862
"3085",2013-10-01,0.63185,0.63089,0.63084,0.6213,0.6119,0.5978
"3097",2013-10-02,0.63268,0.6318,0.63184,0.62237,0.61303,0.59915
"3109",2013-10-03,0.63324,0.63262,0.63289,0.62364,0.61451,0.60082
"3121",2013-10-04,0.63422,0.63379,0.63425,0.62517,0.61618,0.60262
"3133",2013-10-07,0.63435,0.63361,0.63372,0.62433,0.61504,0.60119
"3145",2013-10-08,0.63408,0.63322,0.63329,0.62382,0.61447,0.60059
"3157",2013-10-09,0.63425,0.63323,0.63313,0.62351,0.614,0.59998
"3169",2013-10-10,0.63472,0.63402,0.63425,0.62492,0.61569,0.60194
"3181",2013-10-11,0.63688,0.63689,0.63783,0.62911,0.62049,0.60725
"3193",2013-10-14,0.63796,0.63821,0.63932,0.63078,0.62231,0.6092
"3205",2013-10-15,0.63873,0.63948,0.64114,0.63307,0.62508,0.61242
"3217",2013-10-16,0.63796,0.63838,0.63958,0.63118,0.62279,0.60977
"3229",2013-10-17,0.63921,0.63984,0.64134,0.63316,0.62502,0.61224
"3241",2013-10-18,0.64097,0.64163,0.64304,0.63482,0.62654,0.61376
"3253",2013-10-21,0.64221,0.64317,0.64491,0.63696,0.62896,0.61646
"3265",2013-10-22,0.64252,0.64366,0.64553,0.63772,0.62983,0.61742
"3277",2013-10-23,0.64355,0.64448,0.64617,0.63819,0.63011,0.61752
"3289",2013-10-24,0.64349,0.64416,0.64557,0.63735,0.62903,0.61623
"3301",2013-10-25,0.64309,0.64357,0.64479,0.63641,0.6279,0.61493
"3313",2013-10-28,0.64336,0.6438,0.64497,0.63654,0.62798,0.61497
"3325",2013-10-29,0.64438,0.6451,0.64655,0.63838,0.63006,0.61726
"3337",2013-10-30,0.64618,0.64725,0.64901,0.64111,0.63307,0.62048
"3349",2013-10-31,0.64607,0.64687,0.64833,0.64019,0.63192,0.61904
"3361",2013-11-01,0.64553,0.64626,0.64762,0.63942,0.63111,0.61822
"3373",2013-11-04,0.6452,0.64604,0.64749,0.63939,0.63118,0.61837
"3385",2013-11-05,0.64419,0.64478,0.64599,0.63767,0.62927,0.61629
"3397",2013-11-06,0.6433,0.64393,0.64521,0.63696,0.62864,0.61572
"3409",2013-11-07,0.64285,0.64337,0.64452,0.63616,0.62774,0.61473
"3421",2013-11-08,0.64174,0.64166,0.64217,0.63328,0.62431,0.61081
"3433",2013-11-11,0.64182,0.6423,0.64344,0.63508,0.62666,0.61366
"3445",2013-11-12,0.64226,0.64305,0.64445,0.63632,0.62812,0.61531
"3457",2013-11-13,0.64059,0.64099,0.64195,0.63345,0.62489,0.61175
"3469",2013-11-14,0.64059,0.64111,0.64228,0.63394,0.62554,0.61256
"3481",2013-11-15,0.64214,0.64301,0.6445,0.63646,0.62831,0.61554
"3493",2013-11-18,0.64368,0.645,0.64687,0.63918,0.63136,0.61889
"3505",2013-11-19,0.64408,0.64526,0.64696,0.63912,0.63115,0.61854
"3517",2013-11-20,0.64266,0.64352,0.64487,0.63674,0.6285,0.61569
"3529",2013-11-21,0.64092,0.64192,0.64335,0.63533,0.62723,0.61454
"3541",2013-11-22,0.6406,0.6416,0.643,0.63498,0.62687,0.61417
"3553",2013-11-25,0.64156,0.64276,0.64434,0.6365,0.62865,0.61612
"3565",2013-11-26,0.64274,0.64377,0.64531,0.63731,0.6292,0.61645
"3577",2013-11-27,0.64225,0.64314,0.64452,0.63638,0.62813,0.61525
"3589",2013-11-28,0.64198,0.643,0.64458,0.63659,0.62851,0.61577
"3601",2013-11-29,0.64312,0.6443,0.64598,0.63812,0.63015,0.61753
"3613",2013-12-02,0.64213,0.64325,0.6448,0.63686,0.62884,0.61612
"3625",2013-12-03,0.64036,0.64091,0.64191,0.63348,0.62501,0.61186
"3637",2013-12-04,0.63903,0.63943,0.6403,0.63175,0.62319,0.60996
"3649",2013-12-05,0.63872,0.6391,0.63994,0.63135,0.62279,0.60953
"3661",2013-12-06,0.63842,0.63892,0.63991,0.63145,0.62301,0.60986
"3673",2013-12-09,0.63946,0.64015,0.64143,0.63316,0.62494,0.61201
"3685",2013-12-10,0.64061,0.64133,0.64261,0.63434,0.62609,0.61314
"3697",2013-12-11,0.64102,0.64161,0.64275,0.63438,0.62603,0.61301
"3709",2013-12-12,0.63885,0.63874,0.63917,0.63015,0.62123,0.60762
"3721",2013-12-13,0.63864,0.63855,0.63909,0.63013,0.62131,0.6078
"3733",2013-12-16,0.63927,0.63912,0.63962,0.63061,0.62175,0.60817
"3745",2013-12-17,0.64035,0.64048,0.64123,0.63245,0.6238,0.61047
"3757",2013-12-18,0.6402,0.64039,0.64114,0.63238,0.62375,0.61039
"3769",2013-12-19,0.64048,0.64092,0.64204,0.63357,0.6252,0.61207
"3781",2013-12-20,0.6409,0.64136,0.64253,0.63402,0.6258,0.61248
"3793",2013-12-23,0.64272,0.64339,0.64477,0.6365,0.62817,0.61534
"3805",2013-12-24,0.64413,0.64522,0.64714,0.63917,0.6312,0.61863
"3817",2013-12-27,0.64362,0.64503,0.64718,0.63946,0.63169,0.61932
"3829",2013-12-30,0.64427,0.64591,0.64823,0.64079,0.63301,0.62079
"3841",2013-12-31,0.64439,0.64609,0.64847,0.64109,0.63334,0.62116
"3853",2014-01-02,0.64342,0.64523,0.6477,0.6404,0.63273,0.62065
"3865",2014-01-03,0.64324,0.645,0.64748,0.64014,0.63242,0.62039
"3877",2014-01-06,0.64415,0.64582,0.64826,0.64086,0.63305,0.62098
"3889",2014-01-07,0.6449,0.64646,0.6488,0.6413,0.63333,0.62118
"3901",2014-01-08,0.64582,0.64742,0.64988,0.64244,0.63452,0.62241
"3913",2014-01-09,0.64588,0.64743,0.64988,0.64243,0.63445,0.62236
"3925",2014-01-10,0.6464,0.64802,0.65048,0.64306,0.63508,0.62304
"3937",2014-01-13,0.64813,0.64983,0.65239,0.64503,0.63705,0.62508
"3949",2014-01-14,0.64801,0.64934,0.65149,0.64381,0.6355,0.62327
"3961",2014-01-15,0.64885,0.65052,0.65307,0.64569,0.63769,0.62572
"3973",2014-01-16,0.65024,0.65213,0.6549,0.6477,0.63983,0.62796
"3985",2014-01-17,0.65034,0.65215,0.6548,0.64753,0.63952,0.62759
"3997",2014-01-20,0.65013,0.65165,0.65412,0.64664,0.63845,0.6263
"4009",2014-01-21,0.65,0.65149,0.65396,0.64646,0.63826,0.62611
"4021",2014-01-22,0.64924,0.65059,0.65287,0.64521,0.63687,0.62458
"4033",2014-01-23,0.64851,0.64966,0.65176,0.64392,0.63544,0.62303
"4045",2014-01-24,0.64615,0.6463,0.64732,0.63845,0.62916,0.61586
"4057",2014-01-27,0.64198,0.64127,0.64133,0.63156,0.62162,0.60755
"4069",2014-01-28,0.64143,0.64068,0.64077,0.63101,0.62112,0.607
"4081",2014-01-29,0.64254,0.64211,0.64256,0.63315,0.62355,0.60971
"4093",2014-01-30,0.64225,0.64138,0.64136,0.63149,0.62147,0.60733
"4105",2014-01-31,0.6426,0.64155,0.64134,0.63135,0.62126,0.60699
"4117",2014-02-03,0.64287,0.64209,0.64226,0.63259,0.62276,0.60873
"4129",2014-02-04,0.64132,0.63977,0.63892,0.62832,0.61774,0.60296
"4141",2014-02-05,0.64238,0.64095,0.64041,0.63008,0.61972,0.60514
"4153",2014-02-06,0.64299,0.64197,0.64183,0.63185,0.6218,0.60749
"4165",2014-02-07,0.64432,0.6439,0.64445,0.63509,0.62553,0.61175
"4177",2014-02-10,0.64536,0.64511,0.64583,0.63663,0.62717,0.61351
"4189",2014-02-11,0.64625,0.64633,0.64742,0.63856,0.62936,0.61596
"4201",2014-02-12,0.64699,0.6474,0.64884,0.64029,0.63135,0.61822
"4213",2014-02-13,0.64567,0.64564,0.64651,0.63743,0.62813,0.61454
"4225",2014-02-14,0.64589,0.64609,0.64727,0.63842,0.62932,0.61595
"4237",2014-02-17,0.6471,0.6475,0.64888,0.64025,0.63128,0.61806
"4249",2014-02-18,0.64793,0.64842,0.6499,0.64136,0.63245,0.61931
"4261",2014-02-19,0.64925,0.6497,0.65122,0.64268,0.63375,0.62061
"4273",2014-02-20,0.64814,0.6485,0.64981,0.6411,0.63206,0.61878
"4291",2014-02-21,0.64831,0.6491,0.65093,0.6427,0.6341,0.62119
"4309",2014-02-24,0.6492,0.64996,0.6518,0.64356,0.63492,0.62199
"4327",2014-02-25,0.65016,0.65088,0.6527,0.64443,0.63575,0.62275
"4345",2014-02-26,0.6507,0.65136,0.65318,0.64489,0.63615,0.62315
"4363",2014-02-27,0.65159,0.65193,0.6535,0.64495,0.63601,0.62277
"4381",2014-02-28,0.65291,0.65352,0.65545,0.64721,0.63851,0.62555
"4399",2014-03-03,0.652,0.65186,0.65293,0.6439,0.63454,0.62091
"4417",2014-03-04,0.6518,0.65206,0.65361,0.64506,0.63611,0.62283
"4435",2014-03-05,0.65292,0.65355,0.65538,0.64707,0.63834,0.62532
"4453",2014-03-06,0.65341,0.65425,0.65637,0.6483,0.63975,0.62693
"4471",2014-03-07,0.65384,0.65479,0.65701,0.64905,0.64057,0.62785
"4489",2014-03-10,0.65257,0.65355,0.65571,0.64774,0.63924,0.62651
"4507",2014-03-11,0.65226,0.65299,0.65486,0.64661,0.63786,0.62494
"4525",2014-03-12,0.65157,0.65179,0.65312,0.64437,0.63516,0.62185
"4543",2014-03-13,0.6506,0.65053,0.65154,0.6425,0.63306,0.61952
"4561",2014-03-14,0.65007,0.64938,0.64979,0.64015,0.63019,0.61617
"4579",2014-03-17,0.64992,0.64929,0.64983,0.64032,0.63052,0.61662
"4597",2014-03-18,0.65118,0.65083,0.6517,0.64248,0.63301,0.61938
"4615",2014-03-19,0.65247,0.65235,0.65342,0.6444,0.63513,0.62165
"4633",2014-03-20,0.65034,0.65011,0.65097,0.64174,0.63229,0.61861
"4651",2014-03-21,0.65057,0.65062,0.65182,0.64288,0.63376,0.62035
"4669",2014-03-24,0.65108,0.65102,0.65204,0.64297,0.63372,0.62019
"4687",2014-03-25,0.6518,0.65162,0.65259,0.64347,0.63412,0.62049
"4705",2014-03-26,0.65251,0.65261,0.65383,0.64496,0.6359,0.6225
"4723",2014-03-27,0.65209,0.65186,0.65262,0.64336,0.63389,0.62015
"4741",2014-03-28,0.65254,0.6523,0.65313,0.64392,0.63457,0.62091
"4759",2014-03-31,0.65311,0.65318,0.6543,0.64538,0.63632,0.62291
"4777",2014-04-01,0.65508,0.65549,0.65693,0.64832,0.63963,0.62651
"4795",2014-04-02,0.65607,0.65681,0.65862,0.65031,0.64194,0.62911
"4813",2014-04-03,0.65706,0.65784,0.65975,0.65151,0.6432,0.63044
"4831",2014-04-04,0.65687,0.65765,0.65941,0.65106,0.64263,0.62977
"4849",2014-04-07,0.65705,0.65733,0.65862,0.64984,0.64099,0.62777
"4867",2014-04-08,0.65478,0.65427,0.65452,0.6449,0.63521,0.62119
"4885",2014-04-09,0.65497,0.65446,0.65485,0.64538,0.6358,0.62189
"4903",2014-04-10,0.65651,0.65618,0.65683,0.64753,0.63814,0.62439
"4921",2014-04-11,0.65506,0.654,0.65388,0.6439,0.63384,0.61947
"4939",2014-04-14,0.65313,0.6514,0.65048,0.63993,0.62934,0.61442
"4957",2014-04-15,0.65211,0.65032,0.64928,0.63876,0.62808,0.61316
"4975",2014-04-16,0.65172,0.64981,0.64863,0.63802,0.62727,0.61227
"4993",2014-04-17,0.65285,0.65135,0.65067,0.64044,0.63006,0.61542
"5011",2014-04-22,0.65381,0.65284,0.65269,0.64292,0.63296,0.61872
"5029",2014-04-23,0.65398,0.65294,0.65267,0.64282,0.63279,0.61851
"5047",2014-04-24,0.65416,0.65321,0.65301,0.64323,0.6332,0.61898
"5065",2014-04-25,0.65415,0.65265,0.65185,0.64159,0.63109,0.61644
"5083",2014-04-28,0.65242,0.65049,0.64932,0.63873,0.62793,0.61299
"5101",2014-04-29,0.65241,0.65056,0.64942,0.63889,0.62815,0.61327
"5120",2014-04-30,0.65247,0.6506,0.64935,0.63878,0.62799,0.61308
"5139",2014-05-01,0.65298,0.65102,0.64971,0.63911,0.62826,0.6133
"5164",2014-05-02,0.65437,0.65251,0.65142,0.64095,0.63026,0.61541
"5189",2014-05-06,0.65458,0.65264,0.65152,0.64099,0.63023,0.61532
"5214",2014-05-07,0.65404,0.65169,0.6502,0.63929,0.62821,0.61302
"5239",2014-05-08,0.65415,0.65169,0.65008,0.63909,0.62793,0.61267
"5264",2014-05-09,0.6556,0.65336,0.6519,0.64096,0.62989,0.61462
"5289",2014-05-12,0.65531,0.65292,0.65136,0.64041,0.62929,0.61405
"5314",2014-05-13,0.6564,0.65434,0.65312,0.6425,0.6317,0.61672
"5339",2014-05-14,0.65885,0.65687,0.65586,0.64535,0.63462,0.61972
"5364",2014-05-15,0.65928,0.65706,0.65576,0.64504,0.63406,0.619
"5389",2014-05-16,0.657,0.65394,0.65168,0.64017,0.6284,0.61275
"5414",2014-05-19,0.65652,0.6534,0.65115,0.63972,0.62793,0.61232
"5439",2014-05-20,0.65678,0.65374,0.65162,0.64027,0.62862,0.61307
"5464",2014-05-21,0.65611,0.65303,0.65091,0.63946,0.62775,0.61212
"5489",2014-05-22,0.65689,0.65419,0.65254,0.64151,0.63022,0.61493
"5514",2014-05-23,0.65772,0.65535,0.65404,0.6433,0.63225,0.61716
"5539",2014-05-27,0.65921,0.6571,0.6561,0.64565,0.63487,0.61997
"5564",2014-05-28,0.66091,0.65901,0.65825,0.64797,0.63736,0.62263
"5589",2014-05-29,0.66257,0.6607,0.66007,0.64986,0.63929,0.62458
"5614",2014-05-30,0.66318,0.66136,0.66079,0.65061,0.64008,0.62542
"5639",2014-06-02,0.66335,0.66148,0.66082,0.6506,0.64004,0.62535
"5664",2014-06-03,0.66318,0.66125,0.66049,0.65018,0.63951,0.62479
"5689",2014-06-04,0.66248,0.66062,0.65982,0.64954,0.63888,0.62419
"5714",2014-06-05,0.66295,0.66108,0.66027,0.64997,0.63934,0.62467
"5739",2014-06-06,0.66352,0.66188,0.6613,0.65124,0.64084,0.62632
"5764",2014-06-09,0.66527,0.66389,0.66366,0.65384,0.64374,0.62944
"5789",2014-06-10,0.66648,0.66518,0.66508,0.65531,0.64529,0.63106
"5814",2014-06-11,0.66616,0.66475,0.6645,0.65463,0.64448,0.6302
"5839",2014-06-12,0.66541,0.66398,0.66371,0.65386,0.64368,0.62942
"5864",2014-06-13,0.663,0.66103,0.66013,0.64973,0.63893,0.62434
"5889",2014-06-16,0.66205,0.65983,0.65872,0.64819,0.63717,0.62252
"5914",2014-06-17,0.66161,0.65931,0.65809,0.64753,0.63639,0.6217
"5939",2014-06-18,0.66188,0.65959,0.65843,0.64793,0.63682,0.62219
"5964",2014-06-19,0.66215,0.6601,0.65917,0.64892,0.63805,0.62358
"5989",2014-06-20,0.66223,0.66021,0.65929,0.64901,0.63814,0.62363
"6014",2014-06-23,0.66158,0.65941,0.65833,0.64794,0.63694,0.62233
"6039",2014-06-24,0.66187,0.65963,0.6585,0.64806,0.63703,0.62243
"6064",2014-06-25,0.66182,0.65929,0.65796,0.64731,0.63601,0.62116
"6089",2014-06-26,0.66201,0.65957,0.6584,0.64786,0.63671,0.62194
"6114",2014-06-27,0.66237,0.65994,0.65885,0.64833,0.63724,0.62247
"6139",2014-06-30,0.66254,0.66022,0.65928,0.64887,0.63793,0.62324
"6164",2014-07-01,0.66222,0.66021,0.65942,0.64923,0.63854,0.62393
"6189",2014-07-02,0.66295,0.66135,0.66105,0.65119,0.64092,0.62668
"6214",2014-07-03,0.66352,0.66222,0.66223,0.65259,0.6426,0.62852
"6239",2014-07-04,0.66357,0.66252,0.66273,0.65329,0.64351,0.62956
"6264",2014-07-07,0.66365,0.6625,0.66263,0.65309,0.64325,0.62925
"6289",2014-07-08,0.6628,0.66113,0.6607,0.65071,0.64037,0.62598
"6314",2014-07-09,0.66108,0.65875,0.65759,0.64706,0.6361,0.62128
"6339",2014-07-10,0.6605,0.65781,0.65624,0.6454,0.63409,0.61907
"6364",2014-07-11,0.6602,0.65756,0.65611,0.64536,0.63413,0.61915
"6389",2014-07-14,0.66082,0.65835,0.65707,0.64646,0.63542,0.62057
"6414",2014-07-15,0.66089,0.65858,0.65738,0.64688,0.63593,0.62117
"6439",2014-07-16,0.66119,0.65906,0.65809,0.64778,0.63703,0.62239
"6464",2014-07-17,0.66105,0.65884,0.65774,0.64733,0.63651,0.6218
"6489",2014-07-18,0.66015,0.65767,0.6563,0.64567,0.63457,0.61967
"6514",2014-07-21,0.66041,0.65795,0.65661,0.64607,0.63505,0.62023
"6539",2014-07-22,0.66174,0.65979,0.65899,0.64883,0.63828,0.62374
"6564",2014-07-23,0.66368,0.66202,0.66163,0.65173,0.64154,0.62721
"6589",2014-07-24,0.66494,0.66349,0.66336,0.65361,0.64364,0.62942
"6614",2014-07-25,0.66575,0.66451,0.66461,0.65502,0.64522,0.63104
"6639",2014-07-28,0.6654,0.66414,0.66424,0.65462,0.64478,0.6306
"6664",2014-07-29,0.66567,0.66444,0.66466,0.65515,0.64542,0.6313
"6689",2014-07-30,0.66539,0.66409,0.66419,0.65457,0.64474,0.63056
"6714",2014-07-31,0.66496,0.66353,0.66345,0.65368,0.64373,0.62944
"6739",2014-08-01,0.66299,0.66105,0.66039,0.65016,0.63968,0.62503
"6764",2014-08-04,0.66364,0.66174,0.66127,0.65119,0.64087,0.62637
"6789",2014-08-05,0.66332,0.66138,0.66082,0.65069,0.64032,0.62575
"6814",2014-08-06,0.66141,0.65908,0.65799,0.64746,0.63667,0.62178
"6839",2014-08-07,0.66039,0.65798,0.65683,0.64636,0.63557,0.62071
"6864",2014-08-08,0.66027,0.65757,0.65616,0.64539,0.63432,0.61924
"6889",2014-08-11,0.66145,0.65923,0.65841,0.64813,0.63761,0.6229
"6914",2014-08-12,0.66273,0.66084,0.6603,0.65024,0.63996,0.6254
"6939",2014-08-13,0.66392,0.66227,0.66204,0.6522,0.64218,0.62779
"6964",2014-08-14,0.66557,0.66396,0.66384,0.65411,0.64419,0.62983
"6989",2014-08-15,0.66686,0.6653,0.6653,0.65566,0.64584,0.63148
"7014",2014-08-18,0.66721,0.66557,0.66552,0.6558,0.64592,0.63147
"7039",2014-08-19,0.66889,0.66759,0.66799,0.65864,0.64914,0.63498
"7064",2014-08-20,0.6694,0.66813,0.6685,0.65914,0.64964,0.63543
"7089",2014-08-21,0.66915,0.66802,0.66848,0.65926,0.64987,0.63577
"7114",2014-08-22,0.67053,0.66944,0.6701,0.66093,0.65158,0.63748
"7139",2014-08-26,0.67105,0.67023,0.67121,0.66231,0.6532,0.63931
"7164",2014-08-27,0.67237,0.67166,0.6728,0.66401,0.65503,0.64119
"7189",2014-08-28,0.67215,0.67093,0.67155,0.66237,0.65297,0.63875
"7214",2014-08-29,0.67194,0.67073,0.67141,0.66225,0.65286,0.63868
"7239",2014-09-01,0.67273,0.67151,0.67211,0.66295,0.65362,0.6394
"7264",2014-09-02,0.67318,0.67215,0.67293,0.66395,0.65483,0.64078
"7289",2014-09-03,0.67484,0.67477,0.67649,0.66823,0.65991,0.6465
"7314",2014-09-04,0.67586,0.67592,0.67774,0.66953,0.66128,0.64788
"7339",2014-09-05,0.67619,0.67644,0.67843,0.67035,0.66224,0.64895
"7364",2014-09-08,0.67742,0.6778,0.67994,0.67199,0.664,0.65091
"7389",2014-09-09,0.67768,0.6782,0.68037,0.67248,0.6645,0.65134
"7414",2014-09-10,0.6755,0.67571,0.67747,0.66932,0.66104,0.64764
"7439",2014-09-11,0.67362,0.67346,0.67482,0.66635,0.65773,0.64405
"7464",2014-09-12,0.67342,0.67326,0.67472,0.66629,0.65773,0.64408
"7489",2014-09-15,0.67201,0.67148,0.67249,0.6637,0.65478,0.64081
"7514",2014-09-16,0.67057,0.6698,0.67054,0.66155,0.65241,0.63828
"7539",2014-09-17,0.67161,0.6709,0.67178,0.66283,0.65377,0.63964
"7564",2014-09-18,0.67041,0.66959,0.67029,0.66126,0.65207,0.63787
"7589",2014-09-19,0.6703,0.66957,0.67038,0.6615,0.65244,0.63831
"7614",2014-09-22,0.6697,0.66871,0.66924,0.66019,0.65091,0.63664
"7639",2014-09-23,0.66775,0.66604,0.6658,0.65608,0.64611,0.63128
"7664",2014-09-24,0.66683,0.66494,0.66465,0.65478,0.64471,0.62972
"7689",2014-09-25,0.66778,0.66605,0.66604,0.65642,0.64658,0.63174
"7714",2014-09-26,0.66616,0.6642,0.66378,0.65386,0.64366,0.62857
"7739",2014-09-29,0.66508,0.66312,0.66281,0.65297,0.64286,0.6278
"7764",2014-09-30,0.66408,0.66202,0.66154,0.65158,0.64132,0.6262
"7789",2014-10-01,0.66396,0.66167,0.6609,0.65073,0.64029,0.62498
"7814",2014-10-02,0.6629,0.66023,0.65909,0.64853,0.63774,0.62216
"7839",2014-10-03,0.66317,0.66044,0.65932,0.64876,0.638,0.62238
"7864",2014-10-06,0.66485,0.66253,0.6619,0.65176,0.64146,0.62615
"7889",2014-10-07,0.66494,0.66234,0.66141,0.65098,0.64036,0.62484
"7914",2014-10-08,0.66319,0.66001,0.65844,0.64748,0.63636,0.62041
"7939",2014-10-09,0.66316,0.65963,0.65782,0.64666,0.63537,0.61922
"7964",2014-10-10,0.6611,0.6569,0.65424,0.64243,0.63045,0.61379
"7989",2014-10-13,0.65949,0.65492,0.6519,0.63969,0.62741,0.61034
"8014",2014-10-14,0.65893,0.65404,0.65074,0.63829,0.62579,0.60852
"8039",2014-10-15,0.65985,0.65525,0.65227,0.64009,0.62789,0.61078
"8064",2014-10-16,0.65578,0.65022,0.64605,0.63295,0.61985,0.60197
"8089",2014-10-17,0.65533,0.65009,0.64632,0.63352,0.62082,0.60317
"8114",2014-10-20,0.65618,0.65154,0.64832,0.63603,0.62375,0.60658
"8139",2014-10-21,0.65735,0.65297,0.65012,0.63809,0.62609,0.60912
"8164",2014-10-22,0.66013,0.65637,0.65429,0.64291,0.63151,0.61507
"8189",2014-10-23,0.66053,0.65678,0.65468,0.64327,0.63181,0.61535
"8214",2014-10-24,0.6614,0.65774,0.65583,0.64455,0.6332,0.61679
"8239",2014-10-27,0.66074,0.65689,0.65475,0.64333,0.63177,0.61531
"8264",2014-10-28,0.66088,0.65721,0.65528,0.64397,0.63258,0.6162
"8289",2014-10-29,0.66294,0.65995,0.65877,0.64806,0.63727,0.62139
"8314",2014-10-30,0.66332,0.66033,0.65905,0.64835,0.63755,0.62163
"8339",2014-10-31,0.66538,0.6629,0.66219,0.65204,0.6418,0.62617
"8364",2014-11-03,0.66582,0.66359,0.66298,0.653,0.64281,0.6273
"8389",2014-11-04,0.66571,0.6635,0.663,0.65305,0.64294,0.6276
"8414",2014-11-05,0.66558,0.66345,0.663,0.65316,0.64312,0.6279
"8439",2014-11-06,0.66586,0.66374,0.66332,0.65348,0.64343,0.62819
"8464",2014-11-07,0.6662,0.66415,0.66389,0.65419,0.64426,0.62914
"8489",2014-11-10,0.66689,0.66489,0.66468,0.65503,0.64515,0.6301
"8514",2014-11-11,0.66744,0.66552,0.66541,0.65583,0.64603,0.63099
"8539",2014-11-12,0.66791,0.6662,0.66632,0.6569,0.64727,0.63236
"8564",2014-11-13,0.66897,0.6675,0.66792,0.65873,0.64936,0.63461
"8589",2014-11-14,0.66952,0.66813,0.66864,0.65952,0.6502,0.63551
"8614",2014-11-17,0.66931,0.66774,0.66809,0.6589,0.64945,0.63468
"8639",2014-11-18,0.66915,0.66768,0.66806,0.65896,0.64955,0.63486
"8664",2014-11-19,0.66947,0.66804,0.66847,0.65943,0.65004,0.63541
"8689",2014-11-20,0.66857,0.66705,0.66733,0.65819,0.64866,0.63393
"8714",2014-11-21,0.67063,0.6695,0.67038,0.66163,0.65258,0.63816
"8739",2014-11-24,0.67287,0.67221,0.67358,0.66522,0.65653,0.64243
"8764",2014-11-25,0.67353,0.67285,0.67423,0.66589,0.6572,0.6431
"8789",2014-11-26,0.67402,0.67342,0.67494,0.66662,0.65799,0.64387
"8814",2014-11-27,0.67382,0.67312,0.67459,0.66624,0.65756,0.64339
"8839",2014-11-28,0.67502,0.67426,0.6757,0.66733,0.65868,0.64446
"8864",2014-12-01,0.67343,0.67204,0.67282,0.66399,0.65481,0.64013
"8889",2014-12-02,0.67326,0.67227,0.67343,0.6649,0.65604,0.6416
"8914",2014-12-03,0.67286,0.67197,0.67317,0.66471,0.6559,0.64154
"8939",2014-12-04,0.67446,0.67425,0.67623,0.66825,0.66002,0.64609
"8964",2014-12-05,0.67417,0.67411,0.67621,0.66837,0.66025,0.6464
"8989",2014-12-08,0.67495,0.67526,0.67779,0.67021,0.66241,0.64881
"9014",2014-12-09,0.67161,0.6709,0.67229,0.66392,0.65525,0.64092
"9039",2014-12-10,0.66983,0.66889,0.67003,0.66148,0.65265,0.63817
"9064",2014-12-11,0.66779,0.66626,0.66673,0.65766,0.64833,0.63347
"9089",2014-12-12,0.66564,0.66374,0.66375,0.65436,0.64475,0.62967
"9114",2014-12-15,0.66368,0.6614,0.66107,0.65137,0.64144,0.62616
"9139",2014-12-16,0.66059,0.65764,0.65662,0.64631,0.63541,0.61974
"9164",2014-12-17,0.65905,0.65645,0.65579,0.64582,0.63568,0.62039
"9189",2014-12-18,0.66203,0.66038,0.66068,0.65163,0.64262,0.62794
"9214",2014-12-19,0.66485,0.66372,0.66447,0.6559,0.64704,0.63255
"9239",2014-12-22,0.66762,0.66742,0.66922,0.66146,0.65339,0.63947
